Doc_ID,LHI_Score,Total_Summary_Entities,Hallucination_Count,Hallucinated_Entities
4156,0.9444444444444444,18,1,Desi Chettiar vs Chinnasami Chettiar A.I.R. 1928 Mad. 1271
4157,0.7272727272727273,11,3,sq. 47 and 48; Guardians and Wards Act; Rajasthan High Court Ordinance
4158,0.7727272727272727,22,5,"Essential Supplies Act; . 6; Clause 11; S.C.R. 36; New Zealand Dairy Board vs Okitu Co operative Dairy Co. Ltd., (1953) New Zealand Law Reports"
4159,0.6363636363636364,11,4,Express Newspapers Ltd. vs Union of India; French Motor Car Co. vs Their Workmen; M/S. Lipton Ltd. vs Their Workmen [1959] Supp. 2 section C. R. 150; M/s. Crown Aluminium Works vs Its workmen
4160,0.8181818181818181,11,2,Rikki Ram & Anr vs Ram Kumar & Ors; Rikki Ram
4161,0.8461538461538461,13,2,"Sardar Inder Singh vs The State of Rajasthan, Vasantlal Maganbhai Sanjanwala vs The State of Bombay; State of Madhya Pradesh [1955] 1 S.C.R."
4162,1.0,7,0,
4163,1.0,3,0,
4164,0.9473684210526316,19,1,1.1.1964
4165,0.7692307692307692,13,3,"Central Act; U. P.; U.,P."
4166,0.7931034482758621,29,6,"r. 14(6); r. 49; s.33; section 12, section 10; H. B. Munshi; Evacuee Property Act, 1950"
4167,0.8461538461538461,13,2,section 6 (2) 914 adding item 51; Per Kapur
4168,0.7894736842105263,19,4,"A.P. General Sales Tax Act, 1957; Ministry of Finance; Commissioner of Sales Tax, Madhya Pradesh, Indore vs Bakhat Rai and Co. (1966) 18 Sales Tax Cases 285; Kajjam Ramachandriah"
4169,0.9375,16,1,cl. 4
4170,0.35,20,13,"s 9; Opium Act 1878; Abdul Ali vs The State, A.I.R. 1950 Assam 152; Brend vs Wood, , Sherras vs De Rutzen, I Q.B. 918; Emperor vs Santa Singh, A.I.R. 1944 Lahore 339; Lockyer vs Gibb, , 246; Pritam Singh and Others vs The State, 1966 P.L.R. 200; Sahetzdra Singh vs Emperor, A.I.R. 1948 Patna 222; Sheo Rai Singh vs Emperor, A.I.R. (31) 1944 Oudh 297; State vs Slzam Singh and Others, I.L.R. [1971] 1 Punjab and Haryana, 130; Syed Mehaboob Ali vs State [1967] Cr. L.J. 1727; V. Ashwell; [220D] 373SupCI/74 216"
4171,1.0,3,0,
4172,0.0,2,2,"National Security Act; Debu Mahto vs State of West Bengal, AIR 1974 SC 816"
4173,0.8518518518518519,27,4,"section 9A. [634 C D; 635 B C] 626 (a); Indian Oxygen Limited vs Udaynath Singh , Oil & Natural Gas Commission vs Their Workmen and Tata Iron & Steel Co. vs Workmen; North Brooke Jute Co. Ltd. , National Coal Co. vs L. P. Dave; Ram Nath Koeri vs Lakshmi Devi Sugar Mills & Ors"
4174,0.9,20,2,"section 34 and section 409; section 34, section 477A"
4175,0.8571428571428572,21,3,"Industrial Disputes Act; State of Madhya Pradesh; Court of Dis trict Judge, Ujjain, Madhya Pradesh"
4176,0.8809523809523809,42,5,"19(1)(f) and 51; Entries 18, 64 and 65 of List 11 [150C D]; s.3; State Government & Municipal Corporation of Bombay; [147 B C] 2.1"
4177,0.8695652173913043,23,3,"Havaldar; I.P.C. State of Ajmer vs Shivji Lal, [1959] Supp. 2 S.C.R. 739; A. No. 177 of 1960"
4178,0.8571428571428572,28,4,"P & T Audit Offices; 18th November 1978; 24th November 1976; Balakrishnan vs Comptroller & Auditor General of India, 1976 Kerala Law Times 401"
4179,0.851063829787234,47,7,14.9.54; clause (22) of section 3; clause (c) of section 45; sub ss.(4)and (5) of section 47; T.K. Thommen; Sahai; Subtenant
4180,1.0,7,0,
4181,0.5,6,3,"section 302, 34 and 149; I.P.C.; I.P.C. [940B, G 941B]"
4182,1.0,1,0,
4183,0.889589905362776,317,35,"D.R. Belliappa; Part 111; Part III and Part IV; Part III of 162; Regulations 9(a) and 15; Sections 19, 20 and 53; issues 174; Indian Airlines Corporation; Municipal Committee, Amritsar & Anr; NEF Railways, Maligaon; Zila Parishad; Per Mukharji; Per Saw; Per Sharma; Sharma; A. Schroeder Music Publishing Co. Ltd. vs Macaulay; A.P.S.R.T. Corp. vs Labour Court, AIR 1980 A.P. 132; Air India Corporation vs V.A. Rebello & Ant., AIR 1972 S.C. 1343; Andhra Pra desh law Journal 9; Commissioner of Sales Tax, M.P., Indore & Ors; Federal Steam Navigation Co. vs Department of Trade and Industry, at p. 100 and Saints High School, Hyderabad vs Govt; Framamus vs Film Artists Association, at 542 and Seaford Court Estates; Francis Corallie vs; Gheru Lal Parekh vs Mahadeodas Maiva & Others, [1959] Supp. 2 SCR 406 at 440; Munn vs Illinois, ; and 154; N.C. Dalwadi vs State of Gujarat, [1987] 3 154 SCC 611; N.C. Dalwadi vs State of Gujarat, [1987] 3 164 SCC 611; O.P. Bhandari vs I.T.D.C. & Ors; Post Office vs K. Vasayya, [1984]; Ram Gopal Chaturvedi vs State of M.P.; Ramdas Vithaldas Durbar vs section Amarchand & 60., 43 Indian Appeals; Shri Umed vs Raj Singh & Ors., [1975] I SCR 918; United States of America vs Edward A.; West Bengal Electricity Board & Ors. vs D.B. Ghosh & Orb '., [1985] 2 SCR 1014; Elliott Ashton Walsh"
4184,0.5,6,3,"Sahkari Bank; U.P.; 412 Shankar Chakravarti vs Britannia Biscuit Co., [1979] 3SCR 1165"
4185,0.7714285714285715,35,8,"section 16(1)(a) read with section 7; section 8; Amendment Act; Food Adulteration Act; Craies; Michell vs Brown ; , 912, Smit vs Benabo and Regina vs Youle ; , 315 316; Zaverbhai Amaidas vs The State of Bombay [1955] 1 S.C.R. 799; Dictum"
4186,0.6799999999999999,25,8,"Cr; Cr.; I.P.C.; Maintenance of Internal Security Act; P.C.; Chaman Lal vs The State of Punjab ; @ 916 and 918; N.B. Khare vs M.R. Masani and Ors., ILR 1943 Nag; SCR 329 at 332"
4187,0.8888888888888888,45,5,"articles 254, 246 and 13; ss 4 and 8; Per Das; John M. Wilkerson vs Charyles A. Rahrer, (1891) 140 U. section 545; Saghir Ahmed vs The State of U. P."
4188,0.6666666666666667,9,3,Order 31; Section 89; Ressons
4189,0.9,10,1,s 20
4190,0.65625,32,11,"Gartside; Gurbax Rai 686; Parappagari Parappa alias Harmmanthappa; section 7(1) latter part and sub section; AIR 1958 Patna 405, 410; Attorney General of Ceylon vs Arunachalam Chettiar and Gartside vs Inland Revenue Commissioners; Gattside vs Inland Revenue Commissioners ; ITR 663 (H.L.); ILR 1954 Madras 183; Tapeskwari Kuer AIR 1964 Pat 261; Parappagari Nagaman; Satrughan Isser"
4191,0.8125,16,3,"Haryana; 15th July, 1980; A.N.D. ' Silva vs Union of India, [1962] Supp I S.C.R. 968"
4192,0.8518518518518519,27,4,Delhi; State of Maharashtra; s.6; section 5A. [749 F G] 1.2
4193,0.8947368421052632,19,2,"Bajaj Auto Ltd. vs N.K. Firodia and Anr; Smith Knight & Co., IV Chancery Appeal Cases 20"
4194,1.0,10,0,
4195,0.6,5,2,rules 434; Co operative Societies Rules
4196,1.0,5,0,
4197,0.9333333333333333,30,2,"January 4,1991 took; E.P. Royappa vs State of Tamil Nadu, AIR 1974 S.C. 555"
4198,0.5294117647058824,17,8,Bose Commission; Bose Inquiry Commission; Companies Act; Barium Chemicals vs The Company Law Board; Nakuda Ali vs Jaya Ratne; Padfield vs Minister of Agriculture; Ridge vs Baldwin; A.I.R. 1969 S.C. 7Q7
4199,0.64,25,9,"s.239; s.321; s.494; ss.406,467,471 and 120; Per Khalid; Per Natarajan; Venkataramiah; R.K. Jain vs State through Special Police Establishment & Ors; Sheo Nandan Paswan vs State of Bihar, Criminal Appeal No. 241 of 1983"
4200,0.7692307692307692,13,3,"s.23(a); section 23(a); Andhra Pradesh (Roads and Buildings) Engineering Service Special Rules, 1967"
4201,0.7272727272727273,11,3,State of West Bengal; B; Supreme Court
4202,1.0,22,0,
4203,0.875,8,1,Mattoo 516
4204,0.8666666666666667,30,4,L.R. Manual; 627 Mahadeo vs Shantibhai; Liberty Oil Mills vs Union of India; State of
4205,0.90625,32,3,"Bombay Act; Bombay Act 57 of 1947 especially 81; Presidency Small Cause Court , Act 15 of 1882"
4206,0.8181818181818181,11,2,section 302/149 and section 307/149 to one; Indian Penal Code
4207,1.0,8,0,
4208,0.6,5,2,"& Weaving Mills Co. Ltd. vs The Rashtriya Girni Kamgar Sangh, jalgaon, C.A. No. 257 Of 1958; Khandesh"
4209,0.0,2,2,"Council vs Srinivasa Chariar, (1920) L. R. 48; Secretary of State vs Krishna Rao, (1945) L. R. 72 1"
4210,0.9,10,1,sections 47 and 57
4211,0.8,10,2,"Kedarnath Jute Mfg. Co. Ltd. vs Commissioner of Income Tax (Central), Calcutta; Khan Bahadur Ahmed Alladin & Sons vs Commissioner of Income tax"
4212,0.72,50,14,"Kanker; Khuddi; Sheo Murat Ram Kishan Shobha Moti Lal Bhagwantia; Vishwanath Shankar Kanker Channu Shivnath Jagannath; article 136; section 302, 307 and 148; section 302/149 and sections 307/149; section 307 read with section 149; Constitution; Cr; I; P.C.; P.C. (Act 2 of 1973; T.P.C."
4213,0.75,12,3,"cl. 10; paragraphs 4(h) and 5; Life Insurance Corporation Field Officers Order, 1957"
4214,0.6,15,6,"SLP (C) 4815A/77; A.A.C; AAC; British India Corporation Ltd.; Saran Engineering Company Ltd.; Commissioner of Income Tax, Kanpur vs The Elgin Mills Ltd., Kanpur, [1986] 3 SCR P. 408"
4215,0.8571428571428572,7,1,"S, 25F"
4216,0.625,8,3,Contract Act; Jarat Kumari Dassi vs Bissesur: I.L.R. and Prasannamayt Debya vs Baikuntha Nath Chattoraj; Raja Singh vs Chachoo Singh : A.I.R. 1940 Patna 210
4217,0.9523809523809523,21,1,"IFS (Regulation of Seniority) Rules, 1968 & Clauses (c) & (d) of sub rule (3) of Rule 3"
4218,0.33333333333333337,3,2,Code of Criminal Procedure; Supreme Court
4219,N/A,0,0,
4220,0.5714285714285714,7,3,Pradeep Jain; Union of India; [1984] 3 S.C.C. 654
4221,0.7272727272727273,11,3,Barsi Borough Municipality; Barsi Municipality; r. 2C
4222,0.6428571428571428,14,5,"section 162(vi) and (ii); Supreme Court; Amalgamated Syndicate ([1897] 2 Ch; Anglo Greek Steam Company ([1866] L.R. 2 Eq. 1); Loch vs John Blackwood Ltd. ([1924] A. C. 783, 790)"
4223,0.75,4,1,Dehra
4224,0.5,12,6,"W.P. No. 1679 of 1973; section 3, sub section (1) and (2); State of West Bengal; EJ Niranjan Singh vs State of Madhya Pradesh A.I.R. 1972 S.C. 2215; J. N. Roy vs State of West Bengal A.I.R. 1972 S.C. 2143; Ranjit Dam vs State of West Bengal A.I.R. 1972 S.C. 1753"
4225,0.9375,16,1,"Raja Bahadur Kamakshaya Narain Singh of Ramgarh vs Commissioner of Income tax, Bihar and Orissa, L.R. 70 I.A. 180"
4226,0.8333333333333334,6,1,Rent Control Act
4227,0.8421052631578947,38,6,proviso to article 368; Delhi Laws Act; amendments of 1951 and 1955; 1.955; Sankari Prasad Singh Deo vs Union of India and State of Bihar; Sri Sankari Prasad Singh Deo vs Union of India and State of Bihar
4228,0.5714285714285714,7,3,"Punjab and Haryana High Court; Shyam Sundar and others vs State of Rajasthan, A.I.R.; E.R. 460"
4229,1.0,4,0,
4230,1.0,19,0,
4231,0.33333333333333337,6,4,Alderson vs White ; at 928); Balkishen Das vs Legge (27 I.A. 58; Bhagwan Sahai vs Bhagwan Din (17 I.A. 98 at 102); Thanda Singh vs Wahid ud din (43 I.A. 284 at 293)
4232,0.75,20,5,"article 171 (3) (a), (b), (c) and (d); A.I.R. 1967 S.C. 276; British India General Insurance Co. Ltd. vs; Davies Jankins & Co. vs Davies, 1967 (2) W.L.R. p. 1139 (a_) 1156; Assem bly"
4233,0.5,4,2,"Deo Kishen vs Budh Prakash, All. 509 (F.B.)approved.; Muthusami vs Meenammal. , Wooma Parshad Roy vs Grish Chunker Prochundo, Cal"
4234,0.7619047619047619,42,10,"Raghunath Singh; S.V. Ramalingam; 699 Act; A.I.R. 1934 P.C. 205; Bengal Immunity Company Ltd. vs The State of Bihar; Commissioner of Income Tax, Gujarat vs Vedilal Lallubhai; Commissioner of Income tax, Bombay vs Amarchand N. Shroff, [1963]; Nation al Sewing Thread Co. Ltd. vs Jamesh Chadwick & Bros. Ltd.; K.E. Rajagopa lan; Shripal Balwant Rainade"
4235,0.75,8,2,section 7(1) and para (v) of Explanation 1; Income tax Act
4236,1.0,4,0,
4237,0.9,10,1,"Abdul Gafoor vs State of Mysore, A.I.R. 1961 S.C. 1956"
4238,0.875,32,4,a. 413; a. 42 and 47; articles 110(2) and 199(2); Supreme Court
4239,1.0,19,0,
4240,0.8636363636363636,22,3,"ss 3(g), 11, 12,13 and 15; AIR 1961 Punjab 288; Shiva Devi 1981 ARC (S.N. 13)"
4241,0.9411764705882353,17,1,Association Trust Fund
4242,0.8,10,2,"Supreme Court; State of West Bengal vs Nripendranath Bagcht,[1966] 1 S.C.R. 771"
4243,0.6923076923076923,13,4,"3 9 1968; Ss. 5, 7 and 9; Ss. 83 and 84; Indian Railways Board Act (4 of 1905)"
4244,0.7142857142857143,7,2,sections 102 and 103; Prohibitiuontion Act
4245,0.9444444444444444,36,2,Per Sarkar; Madan Gopal Bungta vs Secretary to the Government of Orissa[1962] Supp. 3 S.C.R. 906
4246,0.6363636363636364,22,8,10.12.8l; PG NO 363; PG NO 364; [1956] S.C.R. P. 811(814); s 38; Advocates Act; M. vs Distt; Delhi
4247,0.9375,16,1,"Ashok Gulati vs B.S. Jain, AIR 1987 424"
4248,0.75,4,1,section 21
4249,1.0,5,0,
4250,0.5833333333333333,12,5,"class (c) or class (d); Government of M.O.; A.I.R. 1965 Orissa 198; Lalluram Mohanlal vs State of Gujarat, A.I.R. 1967 Guj; Pushkar Singh vs State of Madhya Bharat, A.I.R. 1953 SC 508"
4251,0.6666666666666667,9,3,"I.P.C.; LP.C.; [137 A C, 138 A C] 133 State vs Pandurang Shinde, A.I.R. [1956] Born 711, 714"
4252,0.8333333333333334,12,2,section 299(2); Narayan Deo vs The State of Orissa ([1954] S.C.R. 1)
4253,1.0,7,0,
4254,0.9375,32,2,State of Bombay and Ors; [1984] Current L.J. 349
4255,0.9411764705882353,17,1,"section 11, and (4)"
4256,0.75,4,1,I.P.C.
4257,0.9166666666666666,12,1,sub paragraph 12(d)
4258,1.0,5,0,
4259,0.9130434782608696,23,2,"section 2(a), (d) and (g); Supreme Court"
4260,0.7,10,3,"section Nos. 1, 3, 4, 5, 6, 7, 8, 9, 12 and 13; Defence of India Rules; Defence of India Rules, 1962"
4261,0.9130434782608696,23,2,"Chief Forest Officer , Government of Tripura; State of Bombay vs Saubhagchand M. Doshi"
4262,N/A,0,0,
4263,0.8333333333333334,12,2,U.P. Act; [1959] Supp. 1 S.C.R. 928
4264,0.5,4,2,ss.3(2) and 4(1); Code of Criminal Procedure
4265,0.6111111111111112,18,7,"All India Services Act, 1951; Art, 309; Entry 41, List II of Schedule VII; Part B of Schedule III; rr. 3 and 8; B. N. Na. garajanv; State of Mysore"
4266,0.33333333333333337,3,2,"Sub section (1) of section 14; 969 Gostha Behari vs Haridas Samanta, A.I.R. 1957 Cal"
4267,0.775,40,9,"ESSENTlAL COMMODITIES ACT, 1955; cl. 2(f); s, 40; Ramesh Chandra Kachardas Porwal; Willie; State of Maharashtra; 997Al East India Tobacco Co. vs State of Andhra Pradesh, [1963] I S.C R. 404; Paunakram vs State of Punjab, AIR 1975 SC 187; State of Andhra Pradesh & Ors., [1968] I SCR, 705"
4268,0.5714285714285714,14,6,"section (6) of section 18A; sub s.(3) of s.18A; sub s.(8) of s.18A.; sub ss (6) and (8); January 1.; Indian United Mills Ltd. vs Commissioner of Excess Profits Tax, ; Whitney vs Commissioners of Inland Revenue, (1925) 10 'C. 88"
4269,0.9130434782608696,23,2,"Arab Bank vs Ross, ; Hammond vs London County Council, [1931] Chancery 540; Bhagirath Ram Chand vs State of Punjab and Ors., A.I.R. 1954 Punjab 167"
4270,0.8235294117647058,34,6,"Kerala Agrarian Relations Act; Per Sarkar; 830 Purushothaman Nambudiri vs State of Kerala, [1962] Supp. 1 S.C.R. 753; Atma Ram vs State of Punjab, [1959] Supp; I S.C.R. 489; I S.C.R. 748"
4271,0.8571428571428572,7,1,aid Code
4272,0.9444444444444444,18,1,sections 64 to 67 and section 85(1)
4273,0.92,25,2,"Calcutta Police Act, 1866; Rustom jamshed Irani vs Harley Kennedy"
4274,0.9230769230769231,39,3,P.S.C.; proviso to rule 7; S.S. Moghe
4275,0.5833333333333333,12,5,"11th July, 1985; D.P. Madon; P.N. Bhagwati; R.S. Pathak; V.D. Tulzapurkar"
4276,0.6,15,6,"April 5, 1977; April 6, 1977; December 7, 1981; November 8, 1981; November 9, 1981; October 14, 1973"
4277,0.6666666666666667,9,3,"Rewaj; Jiwan Das vs Hira Das, A.I.R. 1937 Lah; Sital Das vs Sant Ram, A.I.R. 1954 S.C. 606"
4278,0.7777777777777778,9,2,"Bryant; Jonmenjoy Coondoo vs George ,Alder Watson, @ 912"
4279,0.7777777777777778,9,2,Madras State; Supreme Court
4280,0.65,20,7,"M. P. L. R. Code, 1959; S.2 (15); s 158(C); s 185(1)(iv)(b); s 190; Begum Suriya Rashid; State of Madhya Pradesh [19691] 1 SCR 869"
4281,0.8888888888888888,9,1,Supreme Court
4282,0.6875,16,5,"Sarkaria; C. Vasantilal & Co. vs C.I.T. Bombay City 45/.T.R. 206; Income tax Commissioner vs Badridas Ramrai Shop, Akola (1937) 64 I.A. 102, 114, 115; M. Appukutty vs State of Kerala, 14 S.T.C. 489; Fazal Ali"
4283,0.9333333333333333,15,1,section 87 B read with section 86
4284,0.8,5,1,Supreme Court
4285,0.6923076923076923,39,12,"1955 and 1960 Acts; 1960 Act; articles 31A and 31 (5) (b) (ii); s, 2; s, 6(1); L/J(N)6SCI 10 562; Kochuni vs State of Madras; P. Vajravelu Mudaliar vs Dy; State of Madras vs D. Namasivaya Mudaliar, [1964] 6 S.C.R. 936; State of West Bengal vs Bela Banerjee; State of West Bengal vs Subodh Gopal Bose, [1954] S.C.R. 587; [1965] 1 S.C.R. 614"
4286,0.9,10,1,S.C.R. 448
4287,0.8571428571428572,21,3,"Ituyavira; 8. 10.; 497 Maqbul Ahmad vs Onkar Pratap Narain Singh, A. 1"
4288,0.8571428571428572,7,1,England
4289,0.6476190476190475,105,37,"[295A] (ii); s.14(2); sub s.(1); sub s.(2); Gupta; 4lab Singh vs Ram Singh AIR 1959 J&K 92; A.I.R. 1964 Punjab 114; Anantha Shenoi, AIR 1966 Ker; Gummalapura Taggina Matada Kotturuswami vs Setra Veeravva [1959] Supp. 1 SCR 968; Gurunadham vs Sundarajulu, ILR Sentha nam vs Subramania, ILR; H. Venkanagouda vs Hansumangouda A.I.R. 1972 Mys. 286; Hernangini Dasi vs Kedarnath Kundu Chowdhry I.L.R. K.V. Thangavelu vs The Court of Words, Madras; I SCR 968 Mangal Singh vs Ratno; Kacha palaya Gurukkal vs; Kachapalaya Gurukkal vs V.Subramani Gurukkal, AIR 1972 Mad. 279; N. Venkanagouda vs Hanamangouda, AIR 1972 Mys. 286; Narayan Patra vs Tara Patrant [1970] 36 Cuttack Law Times A.I.R. 1970 Orissa 131; Narbadabai vs Mahadeo Narayan; Prataprnull Agarwalla vs Dhanabati Bibi, L.R. 63 I.A. 33; Ramo Devi & ors [1976] 1 S.C.C.574 over; Rani Bai vs; Reddayya vs Varapula Venkataraju AIR 1965 A.P. 66; S.S. Raikumar, [1962] Supp. 3 SCR 418; S.S. Rajkumar [1962] Supp. 3 S.C.R. 418; Saraswathi Ammal vs; Shiva Pujan Rai vs Jamune Missir, ILR [1947] Pat. 1118; Sumeshwar Misra vs Swami Nath Tiwari AIR 1970 Pat; Tara Sundart Desi A.I.R. 1962 Cal; Yellawa vs Bhirnangavda I.L.R.; Hiralal AIR; Kashinath Narayan; Rattno; Shamabai; Shiva Pulan Rai; Yadunandan Ram; C.A. 609 of 1966; Jamuna Missir"
4290,0.5,2,1,IPC
4291,0.6428571428571428,14,5,"Karanpura Cod; section 66; Indian Income tax Act; Commissioners of Inland Revenue vs N Ramsay, (1935) 20 T.C. 79; Oswald vs Kirkcaldy Magistrates"
4292,0.9285714285714286,14,1,Section 420
4293,1.0,2,0,
4294,0.782608695652174,23,5,"Bihar 625 Hindu Religious Trusts Act, 1950; Bihar Hindu Religious Trusts Act, 1950; Bihar State Legislature Mahant Moti Das vs section P. Sahi, [1959] SUPP; State of Bihay vs Charusila Dasi, [1959] SUPP; S.C.R. 601"
4295,0.6428571428571428,14,5,(ii) clause (j) of section 2 A; Clauses (i) and (j) of section 2 A; Section 7 sub section; clauses (i) and (j) of section 2 A; item No. 27
4296,0.9473684210526316,38,2,S 245D ( 1 ); s 277
4297,0.6666666666666667,6,2,Cr.P.C.; I.P.C.
4298,0.6666666666666667,6,2,Public Works De partment Pondicherry; Recruitment Rules
4299,0.875,8,1,I.C. 1328 (V
4300,0.625,16,6,"Andhra Pradesh Rayons Ltd.; C.I.T. Madras vs MR; Cape Brandy Syndicate vs IRC; Lt Col. Prithi Pal Singh Bedi vs Union of India; Re Micklethwait., [1885] II EX 452. 456; St. Aubyan vs AG., [1951] 2 All E.R. 473"
4301,0.8,5,1,"Orissa Hindu Religious Endowments Act, 1951"
4302,0.7121212121212122,66,19,"Ministry of Finance, Government of India; cl. 8(i); cl. 8(ii); el. 8(ii); Bonus (Amendment) Act; Bonus Act; Payment of Bonus Act; Indira Gandhi vs Raj Narain; Madhav Rao Scindia vs Union of India; R. C. Cooper vs Union of India; Slat(, of Kerala vs The Gwalior Rayon Silk Mfg; State of Gujarat & Anr vs Shri Ambica Mills Ltd., Ahmedabad; State of Gujarat, vs Sri Ambica Mills Ltd.; State of M.P. vs Ranojirao Shinde & Anr; Chandrachud; Desai; Fazal Ali; Iyer; Shinghal"
4303,0.6818181818181819,22,7,"C(1) (1) Order XI; Order 23, r. 1; C.P.C.; Erection Tribunal; Durvodhan vs Sitaram and others AIR 1970 All. 1; Jugal Kishore vs Dr. Baldev Prakash AIR 1968 Punj. 152 (F.B.); V. K. Sakleha vs Jagjiwan"
4304,0.8461538461538461,39,6,"Non Banking Financial Companies (Reserve Bank) Directions of 1966; Non Banking Financial Companies Reserve Bank Directions, 1977; Kanta Mehta vs Union of India; R.K Garg vs Union of India; Srinivasa Enterpries vs Union 835 of India; February 15, 1984"
4305,0.8888888888888888,18,2,5.10.1985; 5.12.1966
4306,0.625,8,3,"State of Jammu & Kashmir vs Triloki Nath Khosa & ors., [1974]1 SCR 771; H.C. Sharma; Delhi"
4307,0.5294117647058824,17,8,"chapters IV and IV A; Legal Darwinism; Colquhoun vs Brooks at a, 65; Crawfords ""Statuto ry Construction"" 1940 Edn., Chapter 18, paragraphs 157 to 158, pages 240 244; Nazir Ahmad vs King Emperor (1936) L.R. 63 I.A. 372; P. Kumaraswamy vs State Transport ,Appellate Tribunal, Madras; Cardozo; H.M. Beg"
4308,0.6666666666666667,15,5,"Sub clause (b)(i) of rule I8; r. 18; r. 18(b)(i); 7th Edn. 229; [572C] Quinn vs Leathem, [1901] Appeal Cases 495"
4309,0.7647058823529411,17,4,"Appendix E of the First Schedule; O. 21, r. 46; C.P.C.; Additional District Magis trate, Jabalpur vs Shivaknant Shukla [1976] Supp S.C.R. 172"
4310,1.0,4,0,
4311,0.5384615384615384,13,6,Khan; Umar; 1.1.1976; 2.03; 4.1.1976; Umar
4312,0.7142857142857143,7,2,cl. 10; Supreme Court
4313,0.75,4,1,Sita vs Ramanth I.L.R. 28 Patna 371
4314,0.8275862068965517,29,5,Article IV; Part m; sections 58 and 59; Nashirwar vs M.P. State ; at 869 71; State of Kerala & Others vs N. M. Thomas & Others
4315,0.9,30,3,"Motor Owners Insurance Co. Ltd. vs Jadavji Keshavji Modi Northern India Transport Insurance Co., [1971] Supp; United Fire and General Insurance Co. Ltd. and others vs; V.P. Ba lakrishnan"
4316,0.8888888888888888,9,1,Held
4317,0.8571428571428572,7,1,"Tribeni Devi vs Collector, Ranchi, AIR 1972 SC 141"
4318,0.5263157894736843,19,9,CHANDRASEKHARA AIYAR; Per BOSE; SS. 302 and 447; Amar Singh vs State of Punjab ([1953] S.C.R. 418); Pritam Singh vs The State ([1950] S.C.R. 453); Sheo Swarup vs King Emperor ([1934] L.R. 61 I.A. 398); Surajpal Singh vs State ([1952] S.C.R. 193); Surajpal Singh vs The State ([1952] S.C.R. 193); Surajpal Singh
4319,0.875,16,2,"s2 5B(1); Chaube Jagdish Prasad vs Chaturvedi, [1959] Supp. 1 S.C.R. 733, 746"
4320,0.875,8,1,Punjab Customary Laws
4321,0.7222222222222222,18,5,"M.; Constitution; Dhakeshwari Cotton Mills Ltd. vs Commissioner of Income; Indian Aluminium Co., Ltd. 840 Held; Supreme Court"
4322,0.5454545454545454,22,10,"section 120 B and a. 420 read with; Criminal Procedure Code; Indian Penal Code; Abdul Kadar vs State, A.I.R. 1964; Durgadas Tulsiram vs State, A.I.R. 1955 Bom. 82; Golam Rahman 528 529 Notes p. 52 Vadlamudi vs State of A.P. A.I.R. 1961 A.P. 448; I.L.R. , Jadeda Meramanji vs State of Gujarat, (1963)2 Cr. L.J. 713; Nibaran Chandra vs Emperor, A.I.R. 1929 Cal; Paresh Nath vs Emperor, A.I.R. 1947 Cal; State of Andhra Pradesh vs Kandimala Subbaiah, Ramchandra Rango vs Emperor, A.I.R. 1939"
4323,1.0,3,0,
4324,0.9333333333333333,15,1,Criminal Procedure Code
4325,1.0,7,0,
4326,0.7142857142857143,14,4,Amraoti vs Shamshul Hussain Siraj Hussain; Shenton vs Smith ([1896] A.C. 229; State of Bihar vs Abdul Majid ([1954] S.C.R. 786; Supreme Court
4327,0.9,10,1,St. Francis de Sales
4328,1.0,9,0,
4329,0.6875,16,5,"September 26 was; September 26,; a. 31 (3); a. 33 (4); Supreme Court"
4330,0.9333333333333333,15,1,s.6(1)(h)
4331,0.6666666666666667,3,1,Code of Criminal Procedure
4332,0.8571428571428572,7,1,I
4333,0.8,10,2,State of Madhya Pradesh; State of Bihar V. Abdul Majid ([1954] S.C.R. 786)
4334,0.8382352941176471,68,11,"State Trading Corporation; rules 8 and 10 (1); Raghuvanshi; PEC : P 5 (8) 77; Supreme Court; Ajay Hasia etc vs Khalid Mujib Sheravardi and Others etc; D. section Nakara vs Union of India [1983] I S C. C. 305; Khalid Majid Shehravardi and Ors[1981] 2 S.C.R 79; Maneka Gandhi vs Union of India [1978] 2 section C. R. 621; Vadacha Mudaliar vs State of Madras, A.I.R. 1952 Madras 276; Bhagatram Sardar Singh"
4335,1.0,6,0,
4336,0.6774193548387097,31,10,"19(1)(f) and (g); Clause (a) of the second proviso to sub section (4); article 226; clauses (5) and (6) of article 19; proviso to sub section (2); sub section (4) of section 41; Cr; Criminal Procedure Code; P.C.; K.S. Papanna and another vs Deputy Commercial Tax Officer, Gunkakal, (1967) XIX S.T.C. 506"
4337,0.6,5,2,"Contempt of Courts Act; 18th August, 19X7"
4338,1.0,22,0,
4339,0.5,8,4,appel lantElectricity Board; 13.4.1981; 19.6.1981; 6.7.1981
4340,0.8571428571428572,7,1,K
4341,N/A,0,0,
4342,0.6,10,4,"Code of Criminal Procedure; Prevention of Food Adulteration Act; Gokal Chand Dwarkadas vs The King, 75 I.A. 30; K.C. Aggarwal vs Delhi Administration, Cr. A. No. 100 of 1966"
