Doc_ID,LHI_Score,Total_Summary_Entities,Hallucination_Count,Hallucinated_Entities
3171,0.6666666666666667,15,5,"Section 29 A(5); subsection (5) of Section 29 A; Brown vs Batchelor; Trilok Chand vs Rent Control and Eviction Officer & Anr; Febru ary 19, 1990"
3172,0.8333333333333334,18,3,"section 5B(1); Bhagwati Charan Shukla vs Provincial Government, A.I.R. 1947 1014 Nagpur 1; Ebrahim Sulaiman Sait vs M.C. Muhammad and Anr"
3173,0.38888888888888884,18,11,"LJ 1222; civil appeal No. 2005 of 1982; Schedule I; clauses (a) to (d) of section 4(1); g. 4(1); section 2 (q) ii) read with section 4(9); section 4(9) and section 2 (q) (ii) and (iii); section 4(9) read with section 2; Urban Land (Ceiling and Regulation) Act, 1976; M/s. Eastern Oxygen & Acetylene Ltd. vs State of Madhya Pradesh, A.I.R. 1981 MP 17; L. J. Johnson"
3174,0.6666666666666667,36,12,1.11.1986; 3.10.1983; Amending Act 38 of 1980; Amending Act of 1986; Supreme Court Judges (Conditions of Service) Amendment Act; Gujarat Steel Tubes Ltd. vs Gujarat Steel Tubes Mazdoor Sabha; N.S. Varda chari vs G. Vasantha Pai & Anr; Nalinakhya Bysack vs Shyam Sunder Haldar; P.K. Unni vs Nirmala Industries; Union of India vs B. Malick; section Narayanaswa mi v.; G. Pannerselvam
3175,0.16666666666666663,6,5,"s.417; s.417(3); s.431; Cr. P.C.; Thothan vs Murugan, A.I.R. 1958 Mad. 624"
3176,0.7142857142857143,7,2,"Section 20; Forest Act, 1927"
3177,0.5,4,2,r. 72 (1); r. 74 (2)
3178,0.25,4,3,Ramesh; Gendalal Motilal Ratni; D. K. Cassim Sons vs The State of Uttar Pradesh
3179,0.4,5,3,"Land Acquisition Act; section 23(1); Sub Collector of Godavari vs Seragam Subbareyadu & Ors., I.L.R. 1907"
3180,0.8571428571428572,7,1,Evacuee (Administration of Property) Act 2006
3181,0.38095238095238093,21,13,"articles 30 and 3r; s 77; section So; Code of Civil Procedure; Railway Act; Assam Bengal Railway Co. Ltd. vs Radhika Mohan Nath and Others; Bengal Nagpur Railway Co. Ltd. vs Hamir Mull Chhagan Mull and Another Pat. 106; Governor General in Council and Others vs Mahabir Ram and Another, (1953) I.L.R.; Hill Sawyers and Co. vs Secretary of State,, Lah; Jais Ram Ramrekha Das V. G.I.P. Railway and Another (1929) I.L.R. 8 Pat; Madras and Southern Mahratta Railway Co. Ltd. vs Haridoss Banmalidoss, Mad. 871; Martab Ali vs Union of India; Union of India vs Mitayagiri Pullappa, I.L.R. [1958] A.P. 323"
3182,0.5714285714285714,7,3,r. 223; Wade; [1961] 1 S C.R. 474
3183,0.4285714285714286,7,4,"Orissa; Orissa Estates Abolition Act, 1951; Article 31(3) read with Article 31(2); Article 31A and 31B"
3184,0.7142857142857143,28,8,"P.V. Nayak; Article 22(5); Rule IS; clauses 4 to 6; section 8(b); COFEPOSA, 1974; Constitution; Kavita vs State of Maharashtra, [1982] I S.C.R. 138"
3185,0.72,25,7,"(IV of 1882); Mysore House Rent and Accommodation Control Order, 1948; Part B States (Laws) Act, 1951; Part B States (Laws) Act, 1951 (Act III of 1951); K.Muhammad Sikri Sahib vs Madhava Kurup, A.I.R. 1949 Mad. 809; Ramanna vs Nallaparaju, A, I. R. and J. Marret vs Mohammad Shirazi and Sons, A.I.R. 1930 P. C. 86; Tilakram Rambaksh vs Bank of Patiala, A.I.R. 1959 Punj"
3186,0.6428571428571428,14,5,"Fast Punjab Act 15 of 1956; Chapter IV A; Chapters II, III and IV; October 30.; [649B D] 647"
3187,0.5777777777777777,45,19,"Articles 14, 15 and 16; Clause (1) of article 323 A; Clause (2)(d); Clause (2Xd) of article 323; Clause (c) of s.6(1); Section 6(1)of the; Sub section (3A); article 226 and 227; article 323 A. [447 F, G, 448 B]; s.28; s.6(1)(c); s.8; Act No. 19 of 1986; Act No. 19 of 1987; Administrative Tribunal Act, 1985; Administrative Tribunals (Amendment) Ordinance, 1986; Constitution (42nd Amendment) Act, 1976; Indian Legal Service; [1981]1 SCR 206"
3188,0.45833333333333337,24,13,"Chota Raja; Tanjore Raja; section 3(10)(b); section 3(2)(d); Madras Estates Lands Act; Madras Estates Lands Act 1 of 1908; Bhavani Shankar Joshi vs Somasunakra Moopanar; Jijoiamba Bayi Saiba vs Kamakshi Bayi Saiba, 3 M.H. C.R. 424; Maharaja of Kolhapur vs Sondaram Iyer, I.L.R. 48 Mad. 1; Saheb Mahitai vs Suddaram Iyer, 63 I.A. 224; Sundaram Ayyar vs Ramachandra Ayyar, I.L.R. 40 Mad; Sundaram vs Deva Sankara, A.I.R. 1918 Mad; Yerlagadda Malikarjuna Prasad Nayudu vs Somayya, I.L.R."
3189,0.5454545454545454,11,5,D; K; L; s.45; Indian Contract
3190,0.6,10,4,Jammu & Kashmir Public Safety Act; sub s (1) of section 16; sub section (1) of Section 16; Mritunjoy Pramanik vs The State of West Bengal
3191,0.65,40,14,"Art.299 (1); Rule 36(2); Rule 36(22); Rule 36(22A); Rule 36(23); Rule 36(23A); condition No. 13(iii) read with Rule 37(88); conditions No 15(1); Deputy Excise & Taxation Commissioner & Ors. , State of Haryana & Ors vs Jage Ram & Ors; K.P. Chowdhary vs State of M.P.; Nanhibai vs The Excise Commissioner, M.P. & Ors., AIR (1963) MP 352; Ram Ratan Gupta vs State of M.P., AIR (1974) MP 101; State of M.P. vs Rattan Lal, , State of M.P., vs Firm Gobardhan Dass Kailash Nath, AIR; Kanhiyalal Bhatia Court"
3192,0.4545454545454546,11,6,"Abolition Act of 1951; Amendment Act of 1954; Orissa Estates Abolition (Amendment) Act, 1954; abolition Act of 1951; article 31 A; Inam"
3193,0.1428571428571429,7,6,I. T. 0; Section 147(a); section 147; section 148; section 16(3); section 34
3194,0.52,25,12,"Vicarabad 296 Municipal Committee; 297 Act; Hydera bad Municipal and Town Committees Act, 1951; Hyderabad District Municipalities Act, 1956; s 76; section 16(i); sections 17 and 20; Attorney General vs Fulhan Corpora tion; Elizabeth Dowager Baroness Wenlock vs The River Dee Company; Salmon vs Duncombe; Seaford Court Estates Ltd. vs Asher; Per Sarkar"
3195,1.0,43,0,
3196,0.65625,32,11,"section 3; Cr.; Cr. P.C., 1898; U.P. Urban Buildings (Regula tion of Letting, Rent & Eviction) Act, 1972; U.P. Urban Buildings (Regulation of Letting, Rent & Eviction) Act, 1972; 29.9.1962; Febru ary 17, 1968; February 17, 1968; February 6, 1968; P.C. 1898; G. Rangarajan vs Andhra Pradesh"
3197,0.30000000000000004,10,7,"section 123(7); Representation of the People Act, 195I; P; Mohan Reddy vs Neelagiri Muralidhar Rao, A.I.R. 1958 A.P. 485; Pratap Singh vs Shri Krishna Gupta, A.I.R. 1956 S.C. 140; Rattan 1405 Anmol Singh vs Atma Ram; jagan Nath vs jaswant Singh"
3198,0.5333333333333333,30,14,"Government of the State of Gujarat; N.E.F. Railways Maligaon; Pandu; Rule 3(i); r. 161 (c) (2) (ii) (1); r. 161(c)(2)(ii)(1); r. 3 (i); Saurashtra Covenanting States Servants (Superannuation age) Rules 1955; January 7, 1957; Bholanath J. Thaker vs State of Saurashtra, A.I.R. (1954) S.C. 680; Dalip Singh vs State of Punjab; Gurdev Singh Sidhu vs State of Punjab & Anr; P. Balakotaiah vs Union of India; State of Bombay vs Saubhag chand M. poshi"
3199,0.5,12,6,"section 153(3); section 153A(3); Bombay District Municipal Act, 1901 (Bombay Act No. 1 1 1 of 1901); July 16, 1958; Saurashtra; Surendarnagar"
3200,0.21052631578947367,19,15,"Champion Cycle Industries vs State of U.P. , Goodyear (India) Ltd.; Gurumurthi vs Ramulu; Jaipur vs Industrial Tribunal; Khadi Gramodyog Bhawan Workers ' Union vs E. Krishnamurthy, A.I.R. 1966 Punjab 173; Muller & Phipps (India) (P) Ltd. vs Their Employees Union and Workmen vs Jamadoba Colliery of Tata; Padarthy Ratnam & Co. vs industrial Tribunal; Rawalpindi Victory Transport Co. (P) Ltd. vs State of Punjab, [1964] 1 L.L.J. 644; Rewa Coal Fields Ltd. vs Industrial Tribunal, A.I.R. 1969 M.P. 174; Shamsuddin vs State of Kerala, [1961] 1 L.L.J. 77; Sindhu Resettlement Corporation Ltd. vs Industrial Tribunal, , 839; State of Madras vs C. P. Sarathy, , 346; Workmen of Indian Express (P) Ltd. vs The Management, [1969] 1 S.C. Cases 228; Workmen vs Dharampal Premchand; Workmen vs Management of Dimakuchi Tea Estate, [1958] S.C.R. 1156; Tata Iron & Steel Co. Ltd."
3201,0.9230769230769231,13,1,exhibit 112
3202,0.5555555555555556,9,4,section 34; section 34 and section 201; Code of Criminal Procedure; Per Dayal
3203,0.55,20,9,"Section 13; proviso (i) to sub section 2 of section 13; section 13(2); section 13(2Xi); East Punjab Urban Rent Restric tion Act, 1949; Rent Act; Khanderao Malkarjun Dhotre vs Anandrao Laxmanrao Mashal kar, AIR 1959 (Bombay) p. 471; Mangat Rai vs Ved Prakash, 1969 Vol. 1 Rent Control Reporter p. 96; Shah Ambalal Chhotalal & Ors., vs Shah Babal Das Dayabhai & Ors., AIR 1964 (Gujarat) p. 9"
3204,0.6,5,2,"Moyalal Rostagir vs State; Udaya Dalai vs State, 30 Cuttack L.T. 275"
3205,0.6666666666666667,3,1,"Narasingerji Gyangerji vs Panuganti Parthasarathi and Others, (1924) L.R. 51 I.A. 305"
3206,0.4285714285714286,14,8,"section 33(21)(b); (1964) II L.L.J. 568; Alkali and Chemical Corporation of India Ltd. vs Seventh Industrial Tribunal, West Bengal and Ors; Amrit Bazar Patrika (Private) Ltd. vs Uttar Pradesh State Industrial Tribunal and Ors; Kannan Devan Hill Produce Company Ltd. Munnar vs Miss Aleyamma Varughesa and Anr; Mettur Industries Ltd. vs Sundara Naidu and Anr; Om Prakash Sharma vs Industrial Tribunal, Punjab and Anr; Shah (A.T.) vs State of Mysore and Ors (1964) I LL.J. 237"
3207,0.6875,16,5,Entry 6 of Class VI; Item No. 6 of Class VI; Mahapalika; Nagar Mahapalika; State of U.P. and others vs Synthetics and Chemical Ltd.
3208,0.5,18,9,"Article 246(2) and (3); Articles 14, 19(1)(f), and 32(2); Lists II and III; Lists II and III of the Seventh Schedule; Secretary of State vs Sardar Rustam (68 I.A. 109); State of Saraikella vs Union of India; Thakur Jagannath vs The United Provinces; Thakur Jagannath vs The United Provinces ([1943] F.C.R. 72); Vajesingji vs Secretary of State (51 I.A. 357"
3209,0.75,28,7,"Constitution; Madras Hindu Religious Endowments Act, 1926; AIR 1950 PC 56; Bholanath Nandi vs Midnapora Zamindary Co. Ltd. 31 I.A. 75; Deoki Nandan vs Murlidhar, [1956] S.C.R. '; Manohar Gandhi vs Lakhmiram, ILR @ 263; Puajri Lakshmana Goundan vs Subramaniya"
3210,0.5714285714285714,7,3,"income tax law; Dwayakanath Harishchandra; Commissioner of Income tax, Bombay vs Laxmidas Devidas"
3211,1.0,2,0,
3212,0.5,14,7,"C.P. & Bearar Sales Tax Act, 1947; Madhya Pradesh General Sales Tax Act, 1959; 940 Kumbakonam Electric Supply Corporation Ltd. vs Joint Commercial Tax Officer, Esplanade Division, Madras, 14 S.T.C. 600; Erie County Natural Gas & Fuel Co. Ltd. vs Carroll, , County of Durham Electrical etc; Government of Andhra Pradesh vs Guntur Tobaccos Ltd., 16 S.T.C. 240; Malerkotla Power Supply Company vs The Excise & Taxation Officer, Sangrur & Ors; Rash Behari vs Emperor, A.I.R. 1936 Cal"
3213,0.19999999999999996,5,4,"V; Barry vs Butlin, ; , 482,; Sarat Kumari Bibi vs Sakhi Chand & Ors., 56 I.A. 62; Tyrrell vs Painton, , 157, 159"
3214,1.0,1,0,
3215,0.6,5,2,"Madras Act XXV of 1947,the; Madras Sales Tax Act, 1939"
3216,0.4285714285714286,7,4,"section 33A; Lakshmi Devi Sugar Mill; 720 Rampalat Chamay vs The Assam Oil Co. Ltd., (195 4) L.A.C. 78; Automobile Products of India Ltd. vs Rukamji Bala"
3217,0.5416666666666667,24,11,"Industrial Employment (Standing orders) Act, 1946; Rule 1; Rule 1(g); ,[1971] Supp SCR 634, State of Punjab & Anr. vs Iqbal Singh; Agra Electricity Supply co. Ltd. vs Sri Alladin & Ors;[1970] 1 SCR 806; D.S. Nakara & Ors vs Union of India; Deokinandan Prasad vs State of Bihar & Ors; Messrs Firestone Tyre & Rubber Co of India (P) Ltd. vs Management and ors; ; at 612; Western India Match Company Ltd. vs Workman; [1974] I SCR 434; Western India Match Company Ltd. vs Workmen; Workman in Buckingham and carnatic Mills Madras vs the presiding Officer, labour Court, Meerut & Ors; [1984] 1 SCC 1"
3218,0.8,5,1,Import Policy of April 1990 93
3219,0.6111111111111112,18,7,"West Bengal Government; article 102 (I.); sections 224, 227, 618 and 619); Com panies Act, 1956; Constitution of India; Maulana Abdul Shakur vs Rikhab Chand, [1958] S.C.R. 387; Ramappa vs Sangappa"
3220,0.5652173913043479,46,20,"Section 5; article 1 of Schedule I; article 3(iii) (A) (1) (a) of Schedule II; s.11; section 2 (14); section Sl; Requisition Act; Supreme Court; Ghouse Saheb vs Sharifa Bi & Ors., A.l; Hirji Virji Jangbari vs Government of Bombay, A.I.R. 1945, Bombay 348; Kanwar Jagat Bahadur Singh vs The Punjab State; Mangal Sen vs Union of Indian A.l.R., 1970 Delhi 44; R. 1957 Punjab 32 Crown vs Chandrabhanlal and Ors., AIR. 1957 Nagpur 8; Y. Venkanna Choudhary vs Government of India, by Military Estates officer, Madras & Anr., AIR 1976 Madras 41; Coimbatore; Balakrishnan Nambiyar; Laxshminarayana Rao; A.I.R. 1968 Andhra Pradesh 348; R. 1977 Karnataka 181; Kanakathidathil Madhavan"
3221,0.6,5,2,sub clauses (e) and (f) of section 12(1); Sanyal vs Gianchand
3222,0.6666666666666667,3,1,s 302
3223,0.75,4,1,article 15(1) and article 14
3224,0.6363636363636364,11,4,"Central Administrative Tribunal (Salaries and Allow ances and Conditions of Service of Chairman, Vice Chairman and Members) Rules, 1985; Article 323 A and 323 B; Rule 8; S.P. Sampath Kumar vs Union of India"
3225,0.375,8,5,"s.41; s.41 (1); ss.3 and 4; Indian Income tax Act, 1922; Jewun Doss Sahoo vs Shah Kubeer ood deen, (1 841) 2 M.I. A. 390"
3226,0.5555555555555556,18,8,"Hindu Succession Act; Rajasthan Premises (Control) of Rent and Eviction) Amendment Act, 14 of 1976; Damadi lal; Anand Niwas (Pvt.) Ltd. vs Anandji Kalyanji Pedhi & Ors; Bhavarlal Labhchand vs Kanaivalal Nathalal Intawala; Gian Devi Anand vs Jeevan Kumar & Ors; V. Dhanpal Chattiar vs Yesodai Ammal; Parashram"
3227,0.5454545454545454,22,10,"Haryana; Kanonda Distt; Sec tion 42; sections 19 & 20; East Punjab Holdings (Consolidation and Prevention of Fragmentation) Act 1948; M. Fathima Beevi; Harbha jan Singh vs Karam Singh & Anr; Jagtar Singh vs Additional Director, Consolidation of Holdings, Jullundar, AIR 1984 Punjab & Haryana 216; AIR 1981 Punjab & Haryana 204; Director, 579 Consolidation of Holdings"
3228,0.8333333333333334,12,2,"September 27, 195o; r. 14(6)"
3229,0.6666666666666667,9,3,"Central Civil Serv ices (Temporary Service) Rules, 1965; Central Civil Service (Classification, Control and Appeal) Rules, 1965; Central Civil Services (Classifi cation, Control and Appeal) Rules, 1965"
3230,0.5,6,3,Part II; rule 9 of Chap; Calcutta High Court
3231,0.5925925925925926,27,11,"Uttar Pradesh; Agricultural Income tax Act; U.P. Act No. XIV of 1956; Aiyar; (1947) II M.L.J. 32; Budge Budge Municipality vs Mangru (1952) 57 C.W.N.25; Moulvi Hamid Hassan Nomani vs Banwarilal Coy; Ramayya vs State of Madras, A.I.R. 1952 Mad; Ryots of Garabandha vs The Zamindar of Parlakimedi I.L.R.; Satyanarayanamurthi vs 1.T. Appellate Tribunal, A.I.R.1957 Andhra 123; Venkataratnam vs Secretary of State for India, (1930) I.L.R.53 Mad"
3232,0.19999999999999996,5,4,Articles 14 and 21; Constitution; Supreme Court; State of Jammu & Kashmir
3233,0.7692307692307692,13,3,3. 304 Part 11; section 304 Part IT; [307 A C]
3234,0.7868852459016393,61,13,"Article 324; Rules 18, 21 and 21A; Rules 20, 21 and 21A; section 15 (2); Elections Rules 1960; Representation of People Act of 1951; All India Christian Demarcate Party; West Bengal Congress Legislative Party; Desai; Sen; Venkataramlah; NP Ponnuswami vs Returning Officer Namakkal Constituency; Rampakavi Ravappa Belagali v Jatti Mohinder Singh Gill v Chief Election Commissioner New Delhi"
3235,0.9,20,2,Deena alias Deen Dayal & Ors; Union of India
3236,0.43333333333333335,30,17,"Arts, 25 and 26; Section 105 and 107; Section II 6 (2) (xxiii); r. 12; section 55(2); Amending Act; Amending Act of 1970; Charitable En dowments Act, 1959; Tamil Nadu Hindu Religious; His Holiness Peria Kovil Kelvi Appean Thiruvenkata Ramanuja Pedda Jiyyangarlu Varlu vs Prathivathi Bhayankaram Venkatacharlu, 73 I.A. 156; K. Syedna Taher Saifuddin Saheb vs Ranga Bhattar, I.L.R.; Kali Krishna Ray vs Makhan Lal Mookerjee, I.L.R.; Maharanee Indurjeet Koer vs Chundemun Misser; Mohan Lalji vs Gordhan Lalji Maharaj, 35 Allahabad P.C. 283; Nanabhai Narotamdas vs Trimbak Balwant Bhandare, (1878 80) Vol. 4; Sardar Syedna Taher Saifuddin Saheb vs The State of Bombay, [1962] *pp. 2 S.C.P. 490; Sri Venkataramana Devaru vs The State of Mysore, [1958] S.C.R. 895"
3237,0.6923076923076923,26,8,"Entry 54 of List I of the Seventh Schedule; section 23A(1); section 64(3); Income tax Act, 1922; C. V.Govindarajulu vs Commissioner of Income tax, Madras, I.L.R.; Chatturam Horliram Ltd. vs Commissioner of Income tax, Bihar and Orissa; Dodworth vs Dale, , D. & G. R. Rankine vs Com missioners of Inland Revenue; Lakshminarain Bhadani vs Commissioner of Income tax, Bihar and Orissa"
3238,0.4,10,6,"Central Districts; Abdul Rafi Khan vs; Gujar vs Sham Das, 107 P.R. 1887; P. Lakshmi Chand and Ors., AIR 1934 Lahore 998; Atma Singh; Gujjan Singh"
3239,0.6666666666666667,3,1,"Food Inspector, Calicut Corporation v, Charukanttil Gopalan and another"
3240,0.6666666666666667,6,2,"Prisoners Act, 1900; Jagmohan Singh vs The State of U.P."
3241,0.48275862068965514,29,15,"Art 19)(1)(a); Article 19(1)(a); article 19(1)(a); Basudeo Prasad; Engles; Marx and Engels; Andre Paul Terence Ambard vs The Attorney General of Trinidad, and Tobago, A.I.R. 1936 P.C. 141 at 143; Arthur Terminiello vs City of Chicago; Kedar ' Nath Singh vs State of Bihar, [1962] 2 Supp; Mcleod vs St. Aubyn; New York Times Company vs L. B. Sulivan, 686; Queen vs Gray; Samuel Roth vs United States of America, I L.Ed.2d 1489 at 1506; Cr. Appeal No. 110 of 1960; S.C.R. 769"
3242,0.4545454545454546,11,6,"section 95(1)(b); sub. cl; .Motor Vehicles Act; Haji zakariaand others vs Naoshir Cama and others A.I.R. 1976 A.P.171; Kesavan Nair vs State Insurance Officer, and M/s. Ruby Insurance Co. Ltd. vs V. Govindaraj and others, A.A.O. 607 of 1973 and 296 of 1974; New India Assurance Co Ltd. vs Sumitra Devi and others"
3243,0.625,8,3,"Chet Ram vs State, [1971] 1 S.L.I.153; Laxman Kalu Nikalje vs The State of Maharashtra; State of Bihar"
3244,0.5,18,9,E.S.I. Act; ESI Act; Insurance Act; [88C] (3) Clause (9) of section 2; section 2(9) (1); section 2(9) (i); section 2(9) (ii); section 45; Central Press case [19771] 3 SCR 351
3245,0.4444444444444444,18,10,Section 12(1); section 12(1)(a) and (f); Rent Control Act; AIR 1971 S.C. 1049; Anand Nivas (Private) Limited vs Anandji Kalyanji Pedhi vs Sri Kishan & Anr; Haskins vs Lewis; Keeves vs Dean (207); Madan Lal Puri vs Sain Das Berry AIR 1973 S.C. 585; Mattulal vs Radhey Lal AIR 1974 S.C. 1956; Roe vs Russel
3246,0.8095238095238095,21,4,"5th 839 March, 1984; Central Excises Tariff Item No. 18(III) (ii); Central Excises and Salts Act, 1944 (""Central Excises Act""; Item No. 18(III) (ii) of Schedule I"
3247,0.4285714285714286,21,12,"States of Punjab; I (4), 1 (5), 2 (1) (a) and 2 (a) (e); [161D] 2.2 Section 1(4); section 2 (1) (e) (ii); section 2 (a) (1); sub clause (1) of sub section (1) of section 2 (a); sub section (1) of Section 2; Contract Labour Act; Contract Labour Act, 1970; Madhya Pradesh; Madhya Pradesh State; Heavy Engineering Mazdoor Union vs The State of Bihar and Ors., 11969] 3 SCR 995"
3248,0.5,4,2,"Western, Central and East ern Railways; June 1, 1984"
3249,0.5757575757575757,33,14,"Article 19(1) (a); clause (d) of Section 30; Election Symbols (Reservation and Allotment) Order; Ordinance No. 1 of 1992; Ordinance No. 2 of 1992; Representation of People Act, 1951; Representation of the People (Amendment) Ordinance, 1992; Representation of the People (Amendment) Ordinance, 1992 (Ordinance No. 1 of 1992); theRepresentation of the People (Second Amendment) Ordinance, 1992; Ivor Jennings; Jyoti Basu; Debi Ghosal; Dr. P.N. Thampy Terah vs Union of India; Shamser Singh vs State of Punjab"
3250,0.4444444444444444,9,5,"sub section (4); sub sections (2) and (3); sub sections (2) and (3) of Section 4; Tamil Nadu Buildings (Lease and Rent Control) Act, 1960; K.C. Nambiar vs The IV Judge of the Court of Small Causes, Madras"
3251,0.0,6,6,"Associated Hotels of India Ltd. vs R. N. Kapur; Clove vs Theatrical Proprietors Ltd.; Errington vs Errington and Woods, [1952] 1 K. B. 290; Westby & Co. Ltd. Smith & Son vs The Assessment Committee for the Parish of Lambeth; vutrum Subba Rao vs The Eluru Municipal Council, I.L.R. [1956] A.P. 515; Cobb"
3252,0.5,4,2,"Code of Criminal Pro cedure, 1898; Shriram Daya Ram vs The State of Bombay, [1961] 2 S.C.R. 890"
3253,0.7037037037037037,27,8,"article 371; c1.(3); c1.(5) of article 37 1 D; constitutional amendment; 5th May, 1987; R.S Pathak C J,; Ranganath Misra vs Khalid, G.L. Oza and; M.M. Dutt"
3254,0.75,12,3,Rule 5; Rule II; [1990] 1 SCR470
3255,0.5,4,2,Meghalaya Assembly; s.123(4)
3256,0.8888888888888888,9,1,Government of the State of Maharashtra
3257,0.7272727272727273,11,3,"section 59, 64, 65, 66 67 and 68; Bihar; Gramophone Company"
3258,0.5,6,3,section 9 (1) (iii); section 9(1) (iii); Bengal Non Agricultural Tenancy Act
3259,0.8333333333333334,42,7,"[217 D] (iv) Clauses (a), (c) and (d) of section 46; section 7 & 8; section 7 209; section 7A. [217 B C] (iii); sub section (1) or sub section (3) of section 12; Custodian of Evacuee Property, Punjab & Ors vs Jatran; Fazalbhoy vs Official, Trustee of Maharashtra [1979] 2 S.C.R. 699"
3260,0.76,25,6,"General Clauses Act; Commissioner of Income Tax, Kanpur vs Mangi Ram Gopichand; Helen Rubber Industries Ltd. vs Commissioner of Income Tax, Mysore Travancore Cochin and Coorg; Reliance Jute Mills Co. Ltd. vs Commissioner of Income tax; Isha Valimohamad; Central Circle VI"
3261,0.0,2,2,"Jwala Debi vs Amir Singh, AIR 1929 All. 132; Upendra Nath Bose vs Lall & Ors., AIR 1940 P.C. 222"
3262,0.2727272727272727,11,8,Central ' Government; s 280ZE read with section 280 ZC; section 280ZC; section 280ZE; subsection (3) of section 280 ZC; 13 7 1966 and 30 11 1966; 5 6 1966; 6 6 1966 and 8 8 1966
3263,0.33333333333333337,15,10,"Pathankot; April 1, 1970; [179F] Rules 636 and 814; A.B. Abdulkadir vs State of Kerala; Ajudhia Distillery Rajaka, Sahaspur vs State of U.P. and Anr., [1980] Taxation Law Repons 2262; Bimal Chandra Banerjee vs State of Madhya Pradesh, 467; Kalyani Stores vs State of Orissa and Ors; Mohan Meakin Breweries Ltd. vs Excise M/s. Mc Dowell and Co. Ltd. vs Commercial Tax Officer, VII Circle, Hyderabad; State of Mysore & Ors; D. Cawasji and Co."
3264,0.8571428571428572,21,3,"District Judge, Balotra; State of Mysore vs Union of India & Ors; Union of India vs State of Mysore, [1977] S.C.R. 842"
3265,0.5714285714285714,7,3,Constitution of India; Supreme Court; A. M. Allison vs B. L. Sen
3266,0.375,8,5,Ministry of Health and Family Welfare; (1985)1 SCR 899; Jatinder Kumar & Ors.v.; Karnataka Public Service Commission & Ors.(1990) 3 SCC 157; State of Punjab
3267,0.4285714285714286,14,8,"Commissioner of Income Tax vs Woodland Estates Ltd. Rayavarapu Mrityanjaya Rao vs The State of Andhra Pradesh 20 S.T.C., 417; Commissioner of Sales Tax, U.P., Lucknow vs Harbilas Rai and Sons, 21 S.T.C.,; Deputy Commissioner of Agricultural Income Tax and Sales Tax, Sough Zone vs Sherneilly Rubber & Cardamom Estates Ltd. & others; Killing Valley Tea Co. Ltd. vs Secretary to State A.I.R. 1921 Calcutta, 40; Killing Valley Tea Company Ltd. vs Secretary to State A.I.R. 1921 Calcutta; State of Madras vs Bell Mark Tobacco Co. 19 S.T.C., 129; State of Madras vs R. Saravana Pillai 7 S.T.C., 541; State of Madras vs Swasthik Tobacco Factory 17 S.T.C., 316"
3268,0.3571428571428571,14,9,"S; Zamindars; Syudpore Bhettree"" Parganas; Syudpore Bhettree"" pargana; U.P. Legislature; cl.(b) of s.6; cls.(a) to (d) of s.32; s.3(8); s.6(b)"
3269,0.5294117647058824,17,8,CPC; Civil Proce dure Code; Raje Anandrao vs Shamrao and Ors; [1986] 3 SCC 391; Ahmed Adam Sait; Chenchu Ram Reddy; Inayatullah Mekhri; Andhra Pradesh
3270,N/A,0,0,
3271,0.6599999999999999,50,17,"section 8; sub section; National Securuity Act; Prevention of Blackmarketing and Maintenance of Supplies Act, 1980, (Act 7 of 1980); Dr. Ramakrishna Rawat vs District Magistrate, Jabalpur and Another, at 167 and 169; Makhan Singh Tarsikha vs State of Punjab; Mohd. Salim Khan vs Shri C.C. Bose Bengal [1972] 2 SCC 550; Nandlal Makim vs Union of India and Others; Rameshwar Shah vs District Magistrate Burdwan & Anr; Rameshwar Shaw vs District Magistrate, Burdwan & Anr; Sahib Singh Dugal vs Union of India, [1966] 1 SCR 313; State of Andhra Pradesh and Others; Subrati Alias Mohd. Karim vs State of West Bengal ; at 992; Merugu Satyanarayan; Mohd; Shiv Ratan Makim; Union of the India"
3272,0.8181818181818181,33,6,"Bagichi; Senior Civil Judge, Jaipur; Order I Rule 8; Biro vs Atma Ram & Ors., AIR 1937 PC 101; H. Venkatachala lyengar vs B.N. Thimmajamma & Ors., [1959] Supp; I SCR 426"
3273,0.2727272727272727,11,8,"K; sub sections (1) and (2); subsections (3) and (4); Babulal Dhan Dhania vs M/s. Gautam & Co. A.I.R. 1950 Cal; Hafiz Qamar Din vs Nur Din, A.I.R. 1936 Lah; Jamal vs Firm Umar Haji Karim, I.L.R.; Kottamasu sreemannarayanmurthy vs Chokka Arjanadtu, A.I.R.; Ram Lal Harnam Das Y. Bal Kishan, A.I.R. 1957 Punj. 159"
3274,0.4444444444444444,9,5,s 43(1); s 44(1); s 48(3)(XV); section 43( 1 )(d)(i); Anantapur
3275,0.5,2,1,"Commissioner of Inland Revenue vs Incorporated Council of Law Reporting, , 113"
3276,0.5882352941176471,17,7,"23 12 77; Section 3(1); AIR 1972 SC 2262; Deb Sadhan Roy vs State of West Bengal; Satyadeo Parshad Gupta vs State of Bihar; Shibapada Mukherjee vs State of West Bengal, AIR 1972 SC 1356; Ujjal Mandal vs State of West Bengal"
3277,0.631578947368421,19,7,"Decem ber 30, 1942; Electricity Supply Act, 1948; Part 1; para II(1); 504 Per Sarkar; Das Gupta; Rajagopala Ayyangar"
3278,0.7333333333333334,15,4,"Central Govern ment; proviso to rule 4(3); s 24; Punjab Industrial Housing Act, 1956"
