Doc_ID,LHI_Score,Total_Entities,Hallucinations,Entity_List
3764,1.0,14,0,
3765,0.95,20,1,Assam
3766,1.0,14,0,
3767,0.8666666666666667,15,2,"Murli vs Crown, AIR 1929 All. 720; Parmeshwar Singh vs Emperor, AIR 1933 Pat"
3768,0.9285714285714286,28,2,Constitution; article 133
3769,0.9230769230769231,26,2,Mufassil; Supreme Court
3770,1.0,8,0,
3771,1.0,12,0,
3772,0.9545454545454546,22,1,Hyderabad
3773,0.9722222222222222,36,1,"section 36, section 38"
3774,0.8666666666666667,15,2,23.12.1981; 9.2.1982
3775,1.0,11,0,
3776,1.0,9,0,
3777,0.9615384615384616,26,1,Punjab
3778,0.8333333333333334,12,2,"r. 30, 0; G"
3779,1.0,14,0,
3780,0.875,8,1,Doabia
3781,0.9411764705882353,17,1,"Sub sections (2), (4) and (5)"
3782,N/A,0,0,
3783,0.9545454545454546,22,1,Amreli
3784,1.0,4,0,
3785,0.96875,32,1,Supreme Court
3786,0.8571428571428572,7,1,Associated Hotels of India Ltd. STC 474
3787,0.5,2,1,A
3788,1.0,14,0,
3789,0.8125,16,3,P. Jagdish; C.P.C.; D. Satyanara 537 yana vs
3790,1.0,16,0,
3791,1.0,16,0,
3792,1.0,6,0,
3793,0.9166666666666666,12,1,England
3794,1.0,13,0,
3795,0.8888888888888888,27,3,Delhi; British Government; Lemka
3796,0.9347826086956522,46,3,Das Gupta; Per Ayyangar; Wanchoo
3797,0.962962962962963,27,1,ILR[1980]1 Punjab & Haryana 470
3798,0.6666666666666667,6,2,Article 136; Constitution
3799,0.9583333333333334,24,1,America
3800,1.0,23,0,
3801,1.0,15,0,
3802,1.0,5,0,
3803,1.0,2,0,
3804,1.0,6,0,
3805,0.9230769230769231,26,2,"Amending Act; King V, Chandra Dharrna"
3806,1.0,22,0,
3807,1.0,11,0,
3808,1.0,9,0,
3809,0.9333333333333333,15,1,838C F] 835 Shamsher Sing vs State of Punjab
3810,0.6,5,2,Government Medical Colleges; Category (iii)
3811,0.8888888888888888,9,1,Paragraph 486
3812,1.0,13,0,
3813,0.9090909090909091,11,1,Supreme Court
3814,0.9473684210526316,19,1,UCC
3815,1.0,11,0,
3816,1.0,16,0,
3817,1.0,10,0,
3818,0.9782608695652174,46,1,Jain
3819,0.8181818181818181,11,2,M.C.V.S.; [1959] Suppl.
3820,0.8666666666666667,15,2,P.K. Shukla; PG NO 223 PG NO 224
3821,0.9782608695652174,46,1,AIR 1935 Bom.
3822,0.875,8,1,Lakkireddi Lakshmama
3823,0.5,6,3,Nagubai Ammal; Scott; 13 8 59
3824,1.0,3,0,
3825,0.9545454545454546,22,1,February 16.
3826,1.0,15,0,
3827,0.9333333333333333,15,1,and`Vinoba
3828,1.0,27,0,
3829,0.8611111111111112,36,5,"Work men 's Compensation Act, 1923; AIR 1966 Punjab 288; Cabell vs Markham, 737, 739 [1945]; Manjusri Raha; B.L. Gupta"
3830,0.9779005524861879,181,4,Ram Singh; Zamindari; Rao; Calcutta
3831,1.0,13,0,
3832,0.9166666666666666,12,1,"London and Globe Finance Corporation Ltd., R. vs Welham"
3833,0.9444444444444444,18,1,Lakshmi Dayal
3834,0.9090909090909091,11,1,Punjab
3835,0.8,5,1,Katoria Bihar Legislative Assembly constituency
3836,1.0,18,0,
3837,1.0,5,0,
3838,0.7692307692307692,13,3,H; S; Supreme Court
3839,1.0,9,0,
3840,1.0,10,0,
3841,1.0,13,0,
3842,1.0,7,0,
3843,1.0,5,0,
3844,0.9130434782608696,23,2,"12.2.1985; United Provinces Government, AIR 1956 All 114"
3845,0.9285714285714286,14,1,clause (a)
3846,0.8571428571428572,7,1,s.11
3847,0.9333333333333333,15,1,BELD
3848,1.0,7,0,
3849,1.0,51,0,
3850,1.0,12,0,
3851,0.9090909090909091,11,1,section 21 (740 G H; 741 E]
3852,1.0,5,0,
3853,0.8333333333333334,12,2,Banking Compa 493 nies (Acquisition and Transfer of Undertakings) Act 1970; 3.4.1986
3854,0.9473684210526316,19,1,Gauri Shankar Sharma
3855,0.9655172413793104,29,1,I.L.R. [1954] Born
3856,0.9473684210526316,19,1,[1984] 1 S.C.R. 347
3857,0.9310344827586207,29,2,"July 1, 1973; S.C.R. 816"
3858,0.9615384615384616,26,1,Manag er
3859,1.0,18,0,
3860,1.0,12,0,
3861,0.7857142857142857,14,3,Carboxy Methyl Cellulose; Finance Act (2) 1967; Income Tax Act
3862,0.8571428571428572,21,3,"PG NO 528 PG NO 529; Black Clawson International Ltd. vs Papierwerke Walnhof Aschaffenburg A G, {1975] A.C. 591 at 613; Nand Kishore Marwah"
3863,1.0,2,0,
3864,0.9,10,1,Industrial Disputes Act
3865,0.7777777777777778,9,2,35 274; Supreme Court
3866,0.8571428571428572,7,1,Madras
3867,1.0,10,0,
3868,1.0,3,0,
3869,1.0,12,0,
3870,0.8888888888888888,9,1,Spences Hotel Pvt. Ltd.
3871,1.0,16,0,
3872,0.9090909090909091,33,3,"P.C. [398 H, 399 A] (2); [1961](2) SCR 133; Kagendranath"
3873,1.0,24,0,
3874,0.9512195121951219,41,2,Balaji; Triloki Nath
3875,0.875,8,1,Vaishnava
3876,1.0,19,0,
3877,0.375,8,5,Dehradun; Dehradun Mussoorie; India; D.N. Bhargav; A.N. Sen
3878,1.0,10,0,
3879,1.0,5,0,
3880,0.9411764705882353,17,1,[109C D] 4
3881,1.0,17,0,
3882,0.8095238095238095,21,4,"14.2.89thus; May 4, 1989; Supreme Court; U.S. Courts"
3883,1.0,6,0,
3884,0.8571428571428572,21,3,3 2 1970; 5th December 1969; 6th March 1967
3885,1.0,15,0,
3886,0.9,10,1,Supreme Court
3887,1.0,2,0,
3888,1.0,43,0,
3889,1.0,19,0,
3890,0.8695652173913043,23,3,20 1 1975; Engi neer; State of Bombay
3891,0.8888888888888888,9,1,Supreme Court
3892,0.75,12,3,"s.7; COFEPOSA Act; conservation of Foreign Exchange and Prevention of Smuggling Activities Act, 1974"
3893,0.9032258064516129,31,3,N; 33(2) and 96; Per Sarkar
3894,1.0,13,0,
3895,1.0,10,0,
3896,0.90625,32,3,S.C.R. 450; A.N. Sen; Venkataramiah
3897,0.96875,32,1,[1968] 3 S.C.R. View
3898,0.8666666666666667,15,2,"Municipal Board, Pratabgarh; Parameswaran Match Works"
3899,0.9411764705882353,17,1,Part A
3900,0.8,5,1,Supreme Court
3901,0.9302325581395349,43,3,Daha; Supreme Court; R.N. Kapoor
3902,0.6956521739130435,23,7,Bollye Satee; Dwarka Nath Mitter; Kanika Devi; Nanalal Girdharlal; Akram Ally; Tara Prosunna Roy; Calcutta
3903,0.8888888888888888,9,1,Ramasami
3904,0.9652173913043478,115,4,Entry $; Madras; Hari Vishnu Kamath; Syed Ahmad Ishaque
3905,0.8823529411764706,17,2,12.3.79; Electricity Supply Act
3906,0.7692307692307692,13,3,"article 21, [179 H, 180 C, F]; Supreme Court; Moti Ram"
3907,0.9411764705882353,17,1,South Gujarat Roofing Tiles Manufacturers Association
3908,0.8333333333333334,6,1,proviso to
3909,1.0,9,0,
3910,0.9,10,1,Supreme Court
3911,1.0,1,0,
3912,0.9444444444444444,18,1,Supreme Court
3913,0.875,8,1,Assistant Conservators of Forest
3914,0.75,4,1,V
3915,1.0,8,0,
3916,1.0,12,0,
3917,1.0,16,0,
3918,0.8888888888888888,9,1,Supreme Court
3919,0.75,8,2,E.R. 186; Supreme Court
3920,1.0,16,0,
3921,1.0,5,0,
3922,0.8571428571428572,7,1,[1964] 3 S.C.R. 632
3923,0.9565217391304348,23,1,Alipore
3924,1.0,11,0,
3925,0.9803921568627451,51,1,Income Tax and Super Tax
3926,0.8571428571428572,14,2,"Attorney General for Victoria vs The Commonwealth; Commonwealth and the Central Wool Committee vs The Colonial Combing, Spinning and Weaving Co. Ltd. (31 C.L.R. 421)"
3927,0.7142857142857143,7,2,"Haryana State Transport bus; Rabels Z, (1976) 669 at 672"
3928,1.0,2,0,
3929,0.96,50,2,Per Bhagwati; Per Subba Rao
3930,0.9,10,1,Rules 22 and 24(b)
3931,1.0,14,0,
3932,0.9090909090909091,11,1,"A.I.R. , 996"
3933,1.0,13,0,
3934,0.9411764705882353,34,2,AIR 1987 Bom.; Diu
3935,1.0,16,0,
3936,0.9285714285714286,14,1,S.T.C. 355 and .4.
3937,0.9,40,4,"381 (2) Sections 22 and 23 (4); June, 15.; Ray; Gymkhana Club, [1968] 1 S.C.R. 742"
3938,0.7647058823529411,17,4,"Central Secretariat, (Department of Agriculture); 1975; 24.4.70; 31.12"
3939,N/A,0,0,
3940,1.0,6,0,
3941,1.0,6,0,
3942,0.95,20,1,"Indian Treasure Trove Act, 1878"
3943,1.0,23,0,
3944,1.0,2,0,
3945,0.8823529411764706,17,2,Andhra Pradesh State Road Transport Corporation; Government of Andhra Pradesh
3946,1.0,16,0,
3947,0.8,5,1,"718 October, 1945"
3948,0.6,5,2,Skelp; Skelp
3949,1.0,6,0,
3950,0.9166666666666666,12,1,Calcutta
3951,0.8,5,1,Supreme Court
3952,1.0,8,0,
3953,1.0,16,0,
3954,0.8571428571428572,7,1,K.D. Bali
3955,0.75,8,2,"S.V. Lachwani vs Kanchanlal C. Parikh and others; State of Bihar vs Deokaran Nanshi, [1973]1 SCR 1004"
3956,0.9411764705882353,17,1,Preventive Detention Act
3957,1.0,7,0,
3958,0.8571428571428572,7,1,I.P.C.
3959,0.875,8,1,r[1976] 2 S.C.R. 740
3960,1.0,1,0,
3961,1.0,7,0,
3962,1.0,36,0,
3963,0.8387096774193549,31,5,sub court 540; 1962; 31.12.1969; P. Rami Reddy; State of Andhra Pradesh
3964,0.9333333333333333,15,1,Ministry of Industrial Development of the Government of India
3965,0.9259259259259259,27,2,Jai Singh Moraji & Ors vs M/s. Sovani Pvt Ltd. & Ors; [197312 S.C.R. 603
3966,1.0,12,0,
3967,0.875,8,1,Indian Forest Act
3968,0.875,8,1,Indian Bar
3969,1.0,16,0,
3970,1.0,15,0,
3971,0.9375,16,1,section 4(2) with section 190
3972,0.9850746268656716,67,1,Patna
3973,1.0,6,0,
3974,0.8823529411764706,17,2,Part III; General Clauses Act
3975,0.9230769230769231,13,1,K section Krishnaraju
3976,0.9166666666666666,12,1,Supreme Court
3977,0.8636363636363636,22,3,Code of Criminal Procedure; Constitution; Criminal Procedure Code
3978,0.9375,16,1,S.K. Shaw
3979,1.0,5,0,
3980,0.9444444444444444,18,1,s 302
3981,0.8333333333333334,6,1,Sections 34 and 20
3982,0.8888888888888888,9,1,State of Orissa
3983,0.9166666666666666,12,1,[1990) 2 S.C.R. 142
3984,1.0,8,0,
3985,0.75,4,1,avyavaharik
3986,1.0,8,0,
3987,1.0,11,0,
3988,0.9047619047619048,21,2,"order 93 738; section 3(2)(C) Of the , i946"
3989,1.0,11,0,
3990,1.0,15,0,
3991,0.8333333333333334,12,2,Nailayanappa; Rajahmundry
3992,0.8888888888888888,36,4,"December 19, 1962; January 31, 177 1985; October IS, 1985; S.A. de Smith"
3993,0.8333333333333334,12,2,Hyderabad; SAS
3994,1.0,4,0,
3995,0.9166666666666666,12,1,Parel
3996,1.0,13,0,
3997,0.75,4,1,Income tax Act
3998,0.9473684210526316,19,1,BosE J. dubitante
3999,0.9090909090909091,11,1,"August 7, 1949"
4000,0.9090909090909091,11,1,British Government
4001,1.0,5,0,
4002,0.875,24,3,"Article 226; and Others vs Mohan Lal Punchand Tathed and Others, [1982] 1 S.C.C680; State of Maharashtra"
4003,1.0,15,0,
4004,0.75,4,1,"Union India vs M/s Rajdhani Grain and Jaggery Exchange Ltd. reported in [1975], Supp, SCR 1"
4005,0.5,2,1,Cr.
4006,0.7142857142857143,7,2,1.01; 8.7.1998
4007,0.8,5,1,"723 December, 1955"
4008,1.0,9,0,
4009,1.0,10,0,
4010,1.0,3,0,
4011,1.0,9,0,
4012,1.0,24,0,
4013,0.8571428571428572,7,1,Penal Code
4014,1.0,8,0,
4015,1.0,8,0,
4016,1.0,8,0,
4017,0.9285714285714286,14,1,Reg.
4018,1.0,19,0,
4019,1.0,20,0,
4020,1.0,6,0,
4021,0.9615384615384616,26,1,Co. AIR 1968 Bom 443
4022,1.0,8,0,
4023,N/A,0,0,
4024,1.0,26,0,
4025,1.0,5,0,
4026,0.8787878787878788,33,4,Hedge; Per Shah; Ray; Shelat
4027,0.9166666666666666,12,1,12 SCI/78 170
4028,0.5,2,1,[944 D] 938 (iii)
4029,1.0,13,0,
4030,0.8636363636363636,22,3,Article 171(3); Part IV; Parliament
4031,1.0,10,0,
4032,0.5,2,1,M. B
4033,1.0,8,0,
4034,1.0,6,0,
4035,0.9090909090909091,11,1,"O. XLI, r. 27"
4036,1.0,1,0,
4037,0.9375,16,1,Supreme Court
4038,1.0,6,0,
4039,0.9259259259259259,27,2,Controller of Mines and Leases for India; [1977] I SCR. 157
4040,0.8461538461538461,13,2,Article 226 chal 455; Halsbury
4041,1.0,18,0,
4042,0.8571428571428572,7,1,1164 D E] 1263
4043,0.9473684210526316,19,1,"article 4(2),no such"
4044,1.0,30,0,
4045,1.0,13,0,
4046,1.0,6,0,
4047,0.8,5,1,R. [357 E F] (ii)
4048,0.8333333333333334,18,3,"L.R. 489; provision 884; March 31, 1952"
4049,0.7142857142857143,14,4,Cr. P. C. [605 D E] (iii)(a); Criminal Procedure Code; code of Criminal Procedure; 10 8 1965
4050,0.7142857142857143,7,2,section C. 550; Petroleum Act
4051,0.9245283018867925,53,4,3 6 76; 4 6 1976; S.C.R. 563; Delhi
4052,0.95,20,1,Constitution of India
4053,1.0,18,0,
4054,1.0,9,0,
4055,1.0,8,0,
4056,1.0,6,0,
4057,0.9285714285714286,14,1,[401C] 397
4058,1.0,4,0,
4059,1.0,8,0,
4060,1.0,10,0,
4061,0.9285714285714286,14,1,[19611 I SCR 606
4062,1.0,6,0,
4063,1.0,29,0,
4064,1.0,8,0,
4065,1.0,9,0,
4066,1.0,7,0,
4067,1.0,12,0,
4068,0.9272727272727272,55,4,Madras; Hiralal Sutwala; Krishnan; [1951] S.C.R. 621
4069,1.0,11,0,
4070,1.0,27,0,
4071,1.0,21,0,
4072,1.0,13,0,
4073,0.9285714285714286,28,2,Bertola SA; Cannon Film Sales Ltd.
4074,0.96,25,1,Life Insurance Corporation of India vs D.J. Bahadur (4)
4075,0.8421052631578947,19,3,R.E.N.R.; Part I; Inder Singh Rekhi vs D.D.A.
4076,1.0,9,0,
4077,1.0,1,0,
4078,1.0,5,0,
4079,0.8571428571428572,21,3,Gupta; Khanna; Mathew
4080,1.0,10,0,
4081,0.7272727272727273,11,3,Supreme Court; Mohd. Amin; Vakil Ahmed
4082,1.0,5,0,
4083,1.0,4,0,
4084,0.9285714285714286,28,2,"29th and the 30th,; Reg vs Hodge"
4085,0.7647058823529411,17,4,Industrial Disputes Act of 1947; Booker; Mitchell; [1924] i K.B. 762
4086,1.0,6,0,
4087,1.0,16,0,
4088,1.0,5,0,
4089,1.0,57,0,
4090,0.8947368421052632,19,2,"Supreme Court; F. A. Lindsay,"
4091,1.0,1,0,
4092,0.8571428571428572,7,1,"Salomon vs Salomon & Co. ; , 38"
4093,1.0,6,0,
4094,0.9444444444444444,54,3,Sec.; Andhra Pradesh; Tribu nal
4095,0.9375,16,1,[554 B] (ii) Rule 10(a)(i)
4096,0.9411764705882353,17,1,Supreme Court
4097,0.96,25,1,Police Training School at Nasik
4098,0.9,10,1,Additional District Magistrate
4099,1.0,7,0,
4100,0.9166666666666666,12,1,96 97 Act
4101,1.0,7,0,
4102,0.9705882352941176,34,1,"8th August, 1960"
4103,0.9545454545454546,22,1,Per Ayyangar
4104,1.0,8,0,
4105,1.0,9,0,
4106,1.0,2,0,
4107,0.875,16,2,Wade; S.C.R. p. 311
4108,0.9298245614035088,57,4,Mudholkar; Sarkar; P. P. Kutti Keva; Parton
4109,0.8571428571428572,7,1,Supreme Court
4110,1.0,17,0,
4111,0.9,10,1,"Jagdish Prasad vs West Bengal, [1972] 2 S.C.R. p. 845 @ 851"
4112,0.5,2,1,Bombay
4113,0.75,8,2,"sections 333, 332; I.P.C."
4114,0.9459459459459459,37,2,Per Sinha; Algu Singh
4115,1.0,18,0,
4116,0.9230769230769231,13,1,E.R. 399 C.A.
4117,1.0,9,0,
4118,0.9,10,1,Jat Grewal
4119,1.0,2,0,
4120,0.8571428571428572,7,1,West Pakistan
4121,1.0,14,0,
4122,1.0,3,0,
4123,1.0,8,0,
4124,0.875,8,1,"Presidential and Vice Presidential Elections Act, 152"
4125,1.0,18,0,
4126,1.0,7,0,
4127,0.75,4,1,section 12 (1)
4128,1.0,10,0,
4129,1.0,9,0,
4130,0.96,25,1,B.D. Sanwal
4131,1.0,9,0,
4132,N/A,0,0,
4133,0.7142857142857143,7,2,section 33; A.I.R. 1974 Pun 65
4134,0.9130434782608696,23,2,PG NO 548 PG NO 549; Arbitration Act.[555F] 3
4135,1.0,5,0,
4136,1.0,10,0,
4137,1.0,4,0,
4138,1.0,6,0,
4139,0.8461538461538461,13,2,154 Apprertices Act; apprentice Act
4140,0.9166666666666666,12,1,Income Tax Act
4141,0.9411764705882353,34,2,Per Kapur; Per Sarkar
4142,1.0,14,0,
4143,0.9545454545454546,22,1,Customs Act
4144,1.0,7,0,
4145,0.8421052631578947,19,3,Khudkasht; Khudkasht; Malik Makbuza
4146,1.0,14,0,
4147,1.0,9,0,
4148,1.0,14,0,
4149,0.9444444444444444,36,2,Gopal Das Sindhi; 29 3 1967 and 11 4 1975
4150,0.7222222222222222,18,5,513 Kharak Singh vs State of U.P.; Menaka Gandhi vs F Union of India & Anr; R. C. Cooper vs Union of India; Sunil Batra vs Delhi Admn; Charles Gurumukh Sobraj
4151,0.8333333333333334,6,1,"Employees, Provident Fund and Mis cellaneous Provisions Act, 1952"
4152,1.0,5,0,
4153,0.9523809523809523,21,1,Shah
4154,0.9,10,1,"Ss. 17, 18 and 45"
4155,1.0,7,0,
4156,1.0,18,0,
4157,1.0,11,0,
4158,0.9545454545454546,22,1,Clause 11
4159,1.0,11,0,
4160,0.8181818181818181,11,2,Rikki Ram & Anr vs Ram Kumar & Ors; Rikki Ram
4161,1.0,13,0,
4162,1.0,7,0,
4163,1.0,3,0,
4164,0.9473684210526316,19,1,1.1.1964
4165,0.9230769230769231,13,1,Central Act
4166,0.9310344827586207,29,2,"section 12, section 10; H. B. Munshi"
4167,0.8461538461538461,13,2,section 6 (2) 914 adding item 51; Per Kapur
4168,0.9473684210526316,19,1,Kajjam Ramachandriah
4169,0.9375,16,1,cl. 4
4170,0.85,20,3,Opium Act 1878; V. Ashwell; [220D] 373SupCI/74 216
4171,1.0,3,0,
4172,0.5,2,1,National Security Act
4173,0.962962962962963,27,1,section 9A. [634 C D; 635 B C] 626 (a)
4174,1.0,20,0,
4175,1.0,21,0,
4176,0.9761904761904762,42,1,[147 B C] 2.1
4177,0.9130434782608696,23,2,Havaldar; A. No. 177 of 1960
4178,0.9285714285714286,28,2,18th November 1978; 24th November 1976
4179,0.9148936170212766,47,4,14.9.54; T.K. Thommen; Sahai; Subtenant
4180,1.0,7,0,
4181,0.6666666666666667,6,2,"section 302, 34 and 149; I.P.C. [940B, G 941B]"
4182,1.0,1,0,
4183,0.9716088328075709,317,9,D.R. Belliappa; Part 111; Part III of 162; issues 174; Per Mukharji; Per Saw; Per Sharma; Sharma; Elliott Ashton Walsh
4184,0.6666666666666667,6,2,"Sahkari Bank; 412 Shankar Chakravarti vs Britannia Biscuit Co., [1979] 3SCR 1165"
4185,0.9428571428571428,35,2,Craies; Dictum
4186,0.8,25,5,Cr; Cr.; I.P.C.; P.C.; SCR 329 at 332
4187,1.0,45,0,
4188,0.7777777777777778,9,2,Section 89; Ressons
4189,1.0,10,0,
4190,0.875,32,4,"Gurbax Rai 686; AIR 1958 Patna 405, 410; ILR 1954 Madras 183; Satrughan Isser"
4191,0.875,16,2,"Haryana; 15th July, 1980"
4192,0.9259259259259259,27,2,Delhi; section 5A. [749 F G] 1.2
4193,1.0,19,0,
4194,1.0,10,0,
4195,0.8,5,1,rules 434
4196,1.0,5,0,
4197,1.0,30,0,
4198,0.7058823529411764,17,5,Bose Inquiry Commission; Companies Act; Nakuda Ali vs Jaya Ratne; Ridge vs Baldwin; A.I.R. 1969 S.C. 7Q7
4199,0.88,25,3,Per Khalid; Per Natarajan; Venkataramiah
4200,0.9230769230769231,13,1,"Andhra Pradesh (Roads and Buildings) Engineering Service Special Rules, 1967"
4201,0.8181818181818181,11,2,B; Supreme Court
4202,1.0,22,0,
4203,0.875,8,1,Mattoo 516
4204,1.0,30,0,
4205,1.0,32,0,
4206,1.0,11,0,
4207,1.0,8,0,
4208,0.8,5,1,Khandesh
4209,1.0,2,0,
4210,1.0,10,0,
4211,1.0,10,0,
4212,0.86,50,7,Sheo Murat Ram Kishan Shobha Moti Lal Bhagwantia; Vishwanath Shankar Kanker Channu Shivnath Jagannath; article 136; Constitution; Cr; I; P.C. (Act 2 of 1973
4213,1.0,12,0,
4214,0.8,15,3,A.A.C; AAC; Saran Engineering Company Ltd.
4215,1.0,7,0,
4216,1.0,8,0,
4217,1.0,21,0,
4218,0.6666666666666667,3,1,Supreme Court
4219,N/A,0,0,
4220,0.7142857142857143,7,2,Union of India; [1984] 3 S.C.C. 654
4221,1.0,11,0,
4222,0.9285714285714286,14,1,Supreme Court
4223,0.75,4,1,Dehra
4224,0.9166666666666666,12,1,"section 3, sub section (1) and (2)"
4225,1.0,16,0,
4226,1.0,6,0,
4227,0.9736842105263158,38,1,1.955
4228,0.8571428571428572,7,1,E.R. 460
4229,1.0,4,0,
4230,1.0,19,0,
4231,0.8333333333333334,6,1,Alderson vs White ; at 928)
4232,0.8,20,4,"A.I.R. 1967 S.C. 276; British India General Insurance Co. Ltd. vs; Davies Jankins & Co. vs Davies, 1967 (2) W.L.R. p. 1139 (a_) 1156; Assem bly"
4233,1.0,4,0,
4234,0.9047619047619048,42,4,Raghunath Singh; S.V. Ramalingam; 699 Act; Shripal Balwant Rainade
4235,1.0,8,0,
4236,1.0,4,0,
4237,1.0,10,0,
4238,0.9375,32,2,a. 413; a. 42 and 47
4239,1.0,19,0,
4240,0.8636363636363636,22,3,"ss 3(g), 11, 12,13 and 15; AIR 1961 Punjab 288; Shiva Devi 1981 ARC (S.N. 13)"
4241,1.0,17,0,
4242,0.9,10,1,Supreme Court
4243,0.9230769230769231,13,1,3 9 1968
4244,1.0,7,0,
4245,0.9722222222222222,36,1,Per Sarkar
4246,0.8181818181818181,22,4,10.12.8l; Advocates Act; M. vs Distt; Delhi
4247,0.9375,16,1,"Ashok Gulati vs B.S. Jain, AIR 1987 424"
4248,1.0,4,0,
4249,1.0,5,0,
4250,0.6666666666666667,12,4,"class (c) or class (d); Government of M.O.; A.I.R. 1965 Orissa 198; Pushkar Singh vs State of Madhya Bharat, A.I.R. 1953 SC 508"
4251,0.7777777777777778,9,2,I.P.C.; LP.C.
4252,1.0,12,0,
4253,1.0,7,0,
4254,0.96875,32,1,Dinesh Sharma
4255,0.9411764705882353,17,1,"section 11, and (4)"
4256,0.75,4,1,I.P.C.
4257,0.9166666666666666,12,1,sub paragraph 12(d)
4258,1.0,5,0,
4259,0.9565217391304348,23,1,Supreme Court
4260,0.9,10,1,"section Nos. 1, 3, 4, 5, 6, 7, 8, 9, 12 and 13"
4261,0.9565217391304348,23,1,"Chief Forest Officer , Government of Tripura"
4262,N/A,0,0,
4263,0.9166666666666666,12,1,U.P. Act
4264,1.0,4,0,
4265,1.0,18,0,
4266,1.0,3,0,
4267,0.95,40,2,"ESSENTlAL COMMODITIES ACT, 1955; Willie"
4268,1.0,14,0,
4269,1.0,23,0,
4270,0.9117647058823529,34,3,Per Sarkar; I S.C.R. 489; I S.C.R. 748
4271,1.0,7,0,
4272,1.0,18,0,
4273,1.0,25,0,
4274,0.9743589743589743,39,1,S.S. Moghe
4275,0.5833333333333333,12,5,"11th July, 1985; D.P. Madon; P.N. Bhagwati; R.S. Pathak; V.D. Tulzapurkar"
4276,0.8,15,3,"April 5, 1977; December 7, 1981; November 9, 1981"
4277,1.0,9,0,
4278,0.8888888888888888,9,1,Bryant
4279,0.8888888888888888,9,1,Supreme Court
4280,0.9,20,2,Begum Suriya Rashid; State of Madhya Pradesh [19691] 1 SCR 869
4281,0.8888888888888888,9,1,Supreme Court
4282,0.875,16,2,Sarkaria; Fazal Ali
4283,1.0,15,0,
4284,0.8,5,1,Supreme Court
4285,0.9487179487179487,39,2,L/J(N)6SCI 10 562; [1965] 1 S.C.R. 614
4286,1.0,10,0,
4287,0.9523809523809523,21,1,8. 10.
4288,0.8571428571428572,7,1,England
4289,0.9333333333333333,105,7,Gupta; Kashinath Narayan; Rattno; Sesadhar Chandra Dev; Shiva Pulan Rai; Yadunandan Ram; C.A. 609 of 1966
4290,1.0,2,0,
4291,0.9285714285714286,14,1,section 66
4292,1.0,14,0,
4293,1.0,2,0,
4294,0.9565217391304348,23,1,S.C.R. 601
4295,1.0,14,0,
4296,0.9736842105263158,38,1,s 277
4297,0.6666666666666667,6,2,Cr.P.C.; I.P.C.
4298,0.6666666666666667,6,2,Public Works De partment Pondicherry; Recruitment Rules
4299,0.875,8,1,I.C. 1328 (V
4300,1.0,16,0,
4301,1.0,5,0,
4302,0.9242424242424242,66,5,Chandrachud; Desai; Fazal Ali; Iyer; Shinghal
4303,0.9545454545454546,22,1,Erection Tribunal
4304,0.9743589743589743,39,1,"February 15, 1984"
4305,1.0,18,0,
4306,0.75,8,2,H.C. Sharma; Delhi
4307,0.7647058823529411,17,4,"Legal Darwinism; Crawfords ""Statuto ry Construction"" 1940 Edn., Chapter 18, paragraphs 157 to 158, pages 240 244; Cardozo; H.M. Beg"
4308,0.9333333333333333,15,1,7th Edn. 229
4309,0.9411764705882353,17,1,C.P.C.
4310,1.0,4,0,
4311,0.6923076923076923,13,4,Khan; Umar; 2.03; Umar
4312,0.8571428571428572,7,1,Supreme Court
4313,1.0,4,0,
4314,0.9310344827586207,29,2,sections 58 and 59; Don C. Gibbars
4315,1.0,30,0,
4316,0.8888888888888888,9,1,Held
4317,1.0,7,0,
4318,0.8947368421052632,19,2,CHANDRASEKHARA AIYAR; Surajpal Singh
4319,1.0,16,0,
4320,1.0,8,0,
4321,0.8333333333333334,18,3,M.; Constitution; Supreme Court
4322,1.0,22,0,
4323,1.0,3,0,
4324,1.0,15,0,
4325,1.0,7,0,
4326,0.8571428571428572,14,2,Amraoti vs Shamshul Hussain Siraj Hussain; Supreme Court
4327,1.0,10,0,
4328,1.0,9,0,
4329,0.8125,16,3,"September 26 was; September 26,; Supreme Court"
4330,1.0,15,0,
4331,1.0,3,0,
4332,0.8571428571428572,7,1,I
4333,0.9,10,1,State of Madhya Pradesh
4334,0.9117647058823529,68,6,State Trading Corporation; Raghuvanshi; PEC : P 5 (8) 77; Supreme Court; Khalid Majid Shehravardi and Ors[1981] 2 S.C.R 79; Bhagatram Sardar Singh
4335,1.0,6,0,
4336,0.935483870967742,31,2,Cr; P.C.
4337,0.6,5,2,"Contempt of Courts Act; 18th August, 19X7"
4338,1.0,22,0,
4339,0.625,8,3,13.4.1981; 19.6.1981; 6.7.1981
4340,0.8571428571428572,7,1,K
4341,N/A,0,0,
4342,1.0,10,0,
4343,0.875,16,2,"Cr; U.S. ; , 527_ 63 L.ed"
4344,0.9,10,1,section B.
4345,0.8,10,2,PG NO 821 PG NO 822; Ali Mohd
4346,0.967741935483871,31,1,Anderson
4347,1.0,18,0,
4348,0.75,4,1,section 49
4349,0.9230769230769231,13,1,"Uppoottil, Kottayam vs Income tax Officer, Kottayam"
4350,1.0,3,0,
4351,1.0,13,0,
4352,0.9,10,1,"sections 71, 89, 93 and 95"
4353,0.6666666666666667,3,1,Constitution
